549.0,43.0,317.0
730.0,62.0,594.0
1058.0,104.0,961.0
1423.0,128.0,1415.0
2714.0,173.0,1887.0
3554.0,296.0,2513.0
4903.0,428.0,3219.0
5806.0,538.0,3976.0
7153.0,599.0,4688.0
9074.0,661.0,5384.0
11177.0,724.0,6130.0
13522.0,829.0,6970.0
16678.0,895.0,7680.0
19665.0,954.0,8422.0
22112.0,1006.0,9082.0
24953.0,1048.0,9649.0
27100.0,1075.0,10113.0
29631.0,1092.0,10546.0
31728.0,1117.0,10883.0
33366.0,1131.0,11322.0
48206.0,1145.0,11620.0
51986.0,1155.0,11771.0
54406.0,1162.0,12090.0
56249.0,1167.0,12170.0
58182.0,1171.0,12354.0
59989.0,1172.0,12449.0
61682.0,1174.0,12505.0
62031.0,1175.0,12529.0
62662.0,1203.0,12804.0
63454.0,1205.0,12656.0
64084.0,1205.0,12852.0
64287.0,1205.0,12698.0
64786.0,1205.0,12613.0
65187.0,1205.0,12452.0
