,日期,省,省确诊,省治愈,省死亡,市,确诊,治愈,死亡
0,2020-02-16,北京市,380,108,4,昌平区,25,0,0
0,2020-02-16,北京市,380,108,4,外地来京人员,26,2,0
0,2020-02-16,北京市,380,108,4,通州区,18,1,0
0,2020-02-16,北京市,380,108,4,石景山区,14,1,0
0,2020-02-16,北京市,380,108,4,房山区,15,3,0
0,2020-02-16,北京市,380,108,4,东城区,12,1,0
0,2020-02-16,北京市,380,108,4,顺义区,10,0,0
0,2020-02-16,北京市,380,108,4,怀柔区,7,0,0
0,2020-02-16,北京市,380,108,4,密云区,7,0,0
0,2020-02-16,北京市,380,108,4,门头沟区,3,0,0
0,2020-02-16,北京市,380,108,4,延庆区,1,0,0
0,2020-02-16,北京市,380,108,4,待明确地区,0,95,4
0,2020-02-16,内蒙古自治区,70,8,0,包头,11,0,0
0,2020-02-16,内蒙古自治区,70,8,0,鄂尔多斯,11,3,0
0,2020-02-16,内蒙古自治区,70,8,0,巴彦淖尔,8,0,0
0,2020-02-16,内蒙古自治区,70,8,0,呼和浩特,7,0,0
0,2020-02-16,内蒙古自治区,70,8,0,赤峰,9,2,0
0,2020-02-16,内蒙古自治区,70,8,0,通辽,6,0,0
0,2020-02-16,内蒙古自治区,70,8,0,呼伦贝尔,6,1,0
0,2020-02-16,内蒙古自治区,70,8,0,锡林郭勒盟,6,1,0
0,2020-02-16,内蒙古自治区,70,8,0,乌兰察布,3,1,0
0,2020-02-16,内蒙古自治区,70,8,0,乌海市,2,0,0
0,2020-02-16,内蒙古自治区,70,8,0,兴安盟,1,0,0
0,2020-02-16,江西省,925,240,1,南昌,227,75,0
0,2020-02-16,江西省,925,240,1,九江,117,22,0
0,2020-02-16,江西省,925,240,1,新余,129,37,0
0,2020-02-16,江西省,925,240,1,上饶,123,31,0
0,2020-02-16,江西省,925,240,1,宜春,104,20,0
0,2020-02-16,江西省,925,240,1,赣州,76,17,1
0,2020-02-16,江西省,925,240,1,抚州,72,21,0
0,2020-02-16,江西省,925,240,1,萍乡,32,4,0
0,2020-02-16,江西省,925,240,1,鹰潭,18,3,0
0,2020-02-16,江西省,925,240,1,吉安,21,9,0
0,2020-02-16,江西省,925,240,1,景德镇,5,1,0
0,2020-02-16,江西省,925,240,1,赣江新区,1,0,0
0,2020-02-16,浙江省,1167,456,0,温州,502,182,0
0,2020-02-16,浙江省,1167,456,0,宁波,155,55,0
0,2020-02-16,浙江省,1167,456,0,杭州,166,75,0
0,2020-02-16,浙江省,1167,456,0,台州,146,63,0
0,2020-02-16,浙江省,1167,456,0,嘉兴,43,11,0
0,2020-02-16,浙江省,1167,456,0,金华,55,24,0
0,2020-02-16,浙江省,1167,456,0,绍兴,42,17,0
0,2020-02-16,浙江省,1167,456,0,衢州,21,9,0
0,2020-02-16,浙江省,1167,456,0,丽水,17,11,0
0,2020-02-16,浙江省,1167,456,0,湖州,10,4,0
0,2020-02-16,浙江省,1167,456,0,舟山,10,5,0
0,2020-02-16,贵州省,144,46,1,遵义,32,5,0
0,2020-02-16,贵州省,144,46,1,贵阳,34,10,0
0,2020-02-16,贵州省,144,46,1,毕节,23,7,0
0,2020-02-16,贵州省,144,46,1,黔南州,17,6,0
0,2020-02-16,贵州省,144,46,1,黔东南州,10,3,0
0,2020-02-16,贵州省,144,46,1,六盘水,10,3,1
0,2020-02-16,贵州省,144,46,1,铜仁,10,7,0
0,2020-02-16,贵州省,144,46,1,安顺,4,1,0
0,2020-02-16,贵州省,144,46,1,黔西南州,4,4,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,乌鲁木齐,23,4,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,伊犁州,16,4,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,兵团第四师,10,0,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,兵团第九师,4,0,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,昌吉州,4,0,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,巴州,3,0,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,吐鲁番市,3,1,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,兵团第六师五家渠市,2,0,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,兵团第八师石河子市,3,1,1
0,2020-02-16,新疆维吾尔自治区,71,12,1,兵团第十二师,1,0,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,兵团第七师,1,1,0
0,2020-02-16,新疆维吾尔自治区,71,12,1,阿克苏地区,1,1,0
0,2020-02-16,福建省,287,82,0,福州,68,23,0
0,2020-02-16,福建省,287,82,0,莆田,55,17,0
0,2020-02-16,福建省,287,82,0,泉州,46,13,0
0,2020-02-16,福建省,287,82,0,厦门,34,6,0
0,2020-02-16,福建省,287,82,0,宁德,25,6,0
0,2020-02-16,福建省,287,82,0,漳州,20,6,0
0,2020-02-16,福建省,287,82,0,南平,20,7,0
0,2020-02-16,福建省,287,82,0,三明,13,3,0
0,2020-02-16,福建省,287,82,0,龙岩,6,1,0
0,2020-02-16,福建省,287,82,0,待明确地区,0,6,0
0,2020-02-16,河北省,300,105,3,唐山,51,9,0
0,2020-02-16,河北省,300,105,3,沧州,47,14,2
0,2020-02-16,河北省,300,105,3,张家口,34,9,0
0,2020-02-16,河北省,300,105,3,邯郸,31,10,0
0,2020-02-16,河北省,300,105,3,石家庄,28,7,0
0,2020-02-16,河北省,300,105,3,廊坊,30,14,0
0,2020-02-16,河北省,300,105,3,保定,32,20,0
0,2020-02-16,河北省,300,105,3,邢台,22,10,1
0,2020-02-16,河北省,300,105,3,秦皇岛,10,3,0
0,2020-02-16,河北省,300,105,3,衡水,8,4,0
0,2020-02-16,河北省,300,105,3,承德,7,5,0
0,2020-02-16,重庆市,547,187,5,万州区,106,35,3
0,2020-02-16,重庆市,547,187,5,江北区,27,3,0
0,2020-02-16,重庆市,547,187,5,綦江区,23,5,0
0,2020-02-16,重庆市,547,187,5,合川区,23,6,0
0,2020-02-16,重庆市,547,187,5,潼南区,18,2,0
0,2020-02-16,重庆市,547,187,5,垫江县,20,5,0
0,2020-02-16,重庆市,547,187,5,奉节县,20,6,0
0,2020-02-16,重庆市,547,187,5,渝中区,20,7,0
0,2020-02-16,重庆市,547,187,5,南岸区,15,2,0
0,2020-02-16,重庆市,547,187,5,九龙坡区,20,7,1
0,2020-02-16,重庆市,547,187,5,大足区,14,2,0
0,2020-02-16,重庆市,547,187,5,长寿区,20,9,0
0,2020-02-16,重庆市,547,187,5,忠县,20,10,0
0,2020-02-16,重庆市,547,187,5,两江新区,17,7,0
0,2020-02-16,重庆市,547,187,5,渝北区,15,5,0
0,2020-02-16,重庆市,547,187,5,石柱县,14,5,0
0,2020-02-16,重庆市,547,187,5,荣昌区,9,0,0
0,2020-02-16,重庆市,547,187,5,云阳县,24,16,0
0,2020-02-16,重庆市,547,187,5,沙坪坝区,8,0,0
0,2020-02-16,重庆市,547,187,5,开州区,20,12,1
0,2020-02-16,重庆市,547,187,5,丰都县,10,3,0
0,2020-02-16,重庆市,547,187,5,铜梁区,9,2,0
0,2020-02-16,重庆市,547,187,5,巫溪县,13,8,0
0,2020-02-16,重庆市,547,187,5,巫山县,10,5,0
0,2020-02-16,重庆市,547,187,5,璧山区,9,4,0
0,2020-02-16,重庆市,547,187,5,巴南区,6,1,0
0,2020-02-16,重庆市,547,187,5,大渡口区,7,4,0
0,2020-02-16,重庆市,547,187,5,永川区,5,2,0
0,2020-02-16,重庆市,547,187,5,高新区,4,1,0
0,2020-02-16,重庆市,547,187,5,江津区,4,2,0
0,2020-02-16,重庆市,547,187,5,涪陵区,3,1,0
0,2020-02-16,重庆市,547,187,5,彭水县,2,0,0
0,2020-02-16,重庆市,547,187,5,酉阳县,1,0,0
0,2020-02-16,重庆市,547,187,5,万盛经开区,1,0,0
0,2020-02-16,重庆市,547,187,5,梁平区,4,4,0
0,2020-02-16,重庆市,547,187,5,黔江区,2,2,0
0,2020-02-16,重庆市,547,187,5,城口县,2,2,0
0,2020-02-16,重庆市,547,187,5,武隆区,1,1,0
0,2020-02-16,重庆市,547,187,5,秀山县,1,1,0
0,2020-02-16,山西省,128,49,0,晋中,35,13,0
0,2020-02-16,山西省,128,49,0,太原,19,6,0
0,2020-02-16,山西省,128,49,0,大同,12,4,0
0,2020-02-16,山西省,128,49,0,晋城,9,2,0
0,2020-02-16,山西省,128,49,0,长治,8,1,0
0,2020-02-16,山西省,128,49,0,运城,19,13,0
0,2020-02-16,山西省,128,49,0,忻州,7,1,0
0,2020-02-16,山西省,128,49,0,朔州,7,2,0
0,2020-02-16,山西省,128,49,0,阳泉,4,0,0
0,2020-02-16,山西省,128,49,0,临汾,2,1,0
0,2020-02-16,山西省,128,49,0,吕梁,6,6,0
0,2020-02-16,甘肃省,90,54,2,兰州,35,20,2
0,2020-02-16,甘肃省,90,54,2,平凉,9,1,0
0,2020-02-16,甘肃省,90,54,2,甘南,8,4,0
0,2020-02-16,甘肃省,90,54,2,天水,12,9,0
0,2020-02-16,甘肃省,90,54,2,白银,4,1,0
0,2020-02-16,甘肃省,90,54,2,定西,9,8,0
0,2020-02-16,甘肃省,90,54,2,陇南,4,3,0
0,2020-02-16,甘肃省,90,54,2,庆阳,3,2,0
0,2020-02-16,甘肃省,90,54,2,临夏,3,3,0
0,2020-02-16,甘肃省,90,54,2,张掖,2,2,0
0,2020-02-16,甘肃省,90,54,2,金昌,1,1,0
0,2020-02-16,海南省,162,52,4,三亚,54,16,1
0,2020-02-16,海南省,162,52,4,海口,33,9,0
0,2020-02-16,海南省,162,52,4,儋州,15,2,0
0,2020-02-16,海南省,162,52,4,万宁,13,3,0
0,2020-02-16,海南省,162,52,4,澄迈,9,1,1
0,2020-02-16,海南省,162,52,4,昌江,7,0,0
0,2020-02-16,海南省,162,52,4,琼海,6,1,1
0,2020-02-16,海南省,162,52,4,陵水,4,0,0
0,2020-02-16,海南省,162,52,4,临高,6,3,0
0,2020-02-16,海南省,162,52,4,保亭,3,0,0
0,2020-02-16,海南省,162,52,4,文昌,3,1,0
0,2020-02-16,海南省,162,52,4,乐东,2,0,0
0,2020-02-16,海南省,162,52,4,定安,3,1,1
0,2020-02-16,海南省,162,52,4,东方,3,2,0
0,2020-02-16,海南省,162,52,4,琼中,1,1,0
0,2020-02-16,海南省,162,52,4,待明确地区,0,12,0
0,2020-02-16,吉林省,89,30,1,长春,45,16,0
0,2020-02-16,吉林省,89,30,1,四平市,14,4,1
0,2020-02-16,吉林省,89,30,1,辽源,7,1,0
0,2020-02-16,吉林省,89,30,1,公主岭,6,2,0
0,2020-02-16,吉林省,89,30,1,延边,5,2,0
0,2020-02-16,吉林省,89,30,1,通化,3,0,0
0,2020-02-16,吉林省,89,30,1,吉林市,5,3,0
0,2020-02-16,吉林省,89,30,1,松原,2,1,0
0,2020-02-16,吉林省,89,30,1,白城,1,0,0
0,2020-02-16,吉林省,89,30,1,梅河口,1,1,0
0,2020-02-15,湖北省,54406,4821,1457,武汉,37914,2535,1123
0,2020-02-15,湖北省,54406,4821,1457,孝感,3114,313,62
0,2020-02-15,湖北省,54406,4821,1457,黄冈,2817,611,68
0,2020-02-15,湖北省,54406,4821,1457,荆州,1478,193,32
0,2020-02-15,湖北省,54406,4821,1457,随州,1232,96,19
0,2020-02-15,湖北省,54406,4821,1457,襄阳,1128,85,18
0,2020-02-15,湖北省,54406,4821,1457,鄂州,1192,199,33
0,2020-02-15,湖北省,54406,4821,1457,宜昌,906,92,15
0,2020-02-15,湖北省,54406,4821,1457,黄石,980,178,13
0,2020-02-15,湖北省,54406,4821,1457,荆门,902,112,28
0,2020-02-15,湖北省,54406,4821,1457,咸宁,840,127,8
0,2020-02-15,湖北省,54406,4821,1457,十堰,597,101,2
0,2020-02-15,湖北省,54406,4821,1457,仙桃,514,63,17
0,2020-02-15,湖北省,54406,4821,1457,天门,422,21,10
0,2020-02-15,湖北省,54406,4821,1457,恩施州,244,75,4
0,2020-02-15,湖北省,54406,4821,1457,潜江,116,12,5
0,2020-02-15,湖北省,54406,4821,1457,神农架林区,10,8,0
0,2020-02-15,广东省,1294,410,2,深圳,406,115,0
0,2020-02-15,广东省,1294,410,2,广州,335,106,0
0,2020-02-15,广东省,1294,410,2,东莞,81,7,1
0,2020-02-15,广东省,1294,410,2,珠海,95,34,0
0,2020-02-15,广东省,1294,410,2,佛山,84,23,0
0,2020-02-15,广东省,1294,410,2,中山,65,31,0
0,2020-02-15,广东省,1294,410,2,惠州,58,26,0
0,2020-02-15,广东省,1294,410,2,江门,22,3,0
0,2020-02-15,广东省,1294,410,2,汕头,25,11,0
0,2020-02-15,广东省,1294,410,2,湛江,22,11,0
0,2020-02-15,广东省,1294,410,2,茂名,13,3,0
0,2020-02-15,广东省,1294,410,2,肇庆,17,8,1
0,2020-02-15,广东省,1294,410,2,梅州,15,7,0
0,2020-02-15,广东省,1294,410,2,阳江,13,7,0
0,2020-02-15,广东省,1294,410,2,韶关,10,4,0
0,2020-02-15,广东省,1294,410,2,清远,12,7,0
0,2020-02-15,广东省,1294,410,2,揭阳,8,4,0
0,2020-02-15,广东省,1294,410,2,汕尾,5,1,0
0,2020-02-15,广东省,1294,410,2,潮州,5,1,0
0,2020-02-15,广东省,1294,410,2,河源,3,1,0
0,2020-02-15,广东省,1294,410,2,待明确地区,0,8,0
0,2020-02-15,黑龙江省,425,68,11,哈尔滨,167,30,3
0,2020-02-15,黑龙江省,425,68,11,双鸭山,48,1,2
0,2020-02-15,黑龙江省,425,68,11,鸡西,45,1,0
0,2020-02-15,黑龙江省,425,68,11,绥化,46,12,4
0,2020-02-15,黑龙江省,425,68,11,齐齐哈尔,36,8,1
0,2020-02-15,黑龙江省,425,68,11,大庆,19,2,1
0,2020-02-15,黑龙江省,425,68,11,黑河,13,0,0
0,2020-02-15,黑龙江省,425,68,11,七台河,16,4,0
0,2020-02-15,黑龙江省,425,68,11,牡丹江,12,1,0
0,2020-02-15,黑龙江省,425,68,11,佳木斯,15,7,0
0,2020-02-15,黑龙江省,425,68,11,鹤岗,5,2,0
0,2020-02-15,黑龙江省,425,68,11,大兴安岭,2,0,0
0,2020-02-15,黑龙江省,425,68,11,伊春,1,0,0
0,2020-02-15,江苏省,604,186,0,南京,91,27,0
0,2020-02-15,江苏省,604,186,0,苏州,86,26,0
0,2020-02-15,江苏省,604,186,0,徐州,77,23,0
0,2020-02-15,江苏省,604,186,0,淮安,60,11,0
0,2020-02-15,江苏省,604,186,0,无锡,52,18,0
0,2020-02-15,江苏省,604,186,0,连云港,46,12,0
0,2020-02-15,江苏省,604,186,0,常州,43,11,0
0,2020-02-15,江苏省,604,186,0,南通,40,15,0
0,2020-02-15,江苏省,604,186,0,泰州,37,16,0
0,2020-02-15,江苏省,604,186,0,盐城,27,9,0
0,2020-02-15,江苏省,604,186,0,扬州,21,7,0
0,2020-02-15,江苏省,604,186,0,镇江,12,4,0
0,2020-02-15,江苏省,604,186,0,宿迁,12,7,0
0,2020-02-15,四川省,470,119,1,成都,139,44,1
0,2020-02-15,四川省,470,119,1,甘孜州,44,3,0
0,2020-02-15,四川省,470,119,1,达州,36,5,0
0,2020-02-15,四川省,470,119,1,南充,35,9,0
0,2020-02-15,四川省,470,119,1,巴中,24,1,0
0,2020-02-15,四川省,470,119,1,广安,30,8,0
0,2020-02-15,四川省,470,119,1,绵阳,22,5,0
0,2020-02-15,四川省,470,119,1,内江,22,5,0
0,2020-02-15,四川省,470,119,1,泸州,19,2,0
0,2020-02-15,四川省,470,119,1,德阳,17,0,0
0,2020-02-15,四川省,470,119,1,自贡,9,2,0
0,2020-02-15,四川省,470,119,1,凉山州,11,5,0
0,2020-02-15,四川省,470,119,1,遂宁,10,4,0
0,2020-02-15,四川省,470,119,1,眉山,8,2,0
0,2020-02-15,四川省,470,119,1,宜宾,11,6,0
0,2020-02-15,四川省,470,119,1,雅安,7,2,0
0,2020-02-15,四川省,470,119,1,广元,6,2,0
0,2020-02-15,四川省,470,119,1,攀枝花,13,10,0
0,2020-02-15,四川省,470,119,1,乐山,3,2,0
0,2020-02-15,四川省,470,119,1,资阳,3,2,0
0,2020-02-15,四川省,470,119,1,阿坝州,1,0,0
0,2020-02-15,陕西省,232,60,0,西安,114,25,0
0,2020-02-15,陕西省,232,60,0,汉中,21,1,0
0,2020-02-15,陕西省,232,60,0,安康,24,5,0
0,2020-02-15,陕西省,232,60,0,渭南,15,1,0
0,2020-02-15,陕西省,232,60,0,咸阳,17,5,0
0,2020-02-15,陕西省,232,60,0,宝鸡,13,7,0
0,2020-02-15,陕西省,232,60,0,商洛,7,2,0
0,2020-02-15,陕西省,232,60,0,铜川,8,4,0
0,2020-02-15,陕西省,232,60,0,延安,8,6,0
0,2020-02-15,陕西省,232,60,0,榆林,3,1,0
0,2020-02-15,陕西省,232,60,0,杨凌,1,0,0
0,2020-02-15,陕西省,232,60,0,韩城,1,1,0
0,2020-02-15,陕西省,232,60,0,待明确地区,0,2,0
0,2020-02-15,上海市,326,124,1,外地来沪人员,109,35,1
0,2020-02-15,上海市,326,124,1,浦东新区,56,23,0
0,2020-02-15,上海市,326,124,1,宝山区,20,2,0
0,2020-02-15,上海市,326,124,1,徐汇区,18,4,0
0,2020-02-15,上海市,326,124,1,闵行区,18,5,0
0,2020-02-15,上海市,326,124,1,松江区,14,1,0
0,2020-02-15,上海市,326,124,1,静安区,16,5,0
0,2020-02-15,上海市,326,124,1,长宁区,13,3,0
0,2020-02-15,上海市,326,124,1,普陀区,11,1,0
0,2020-02-15,上海市,326,124,1,杨浦区,9,1,0
0,2020-02-15,上海市,326,124,1,嘉定区,9,1,0
0,2020-02-15,上海市,326,124,1,奉贤区,9,1,0
0,2020-02-15,上海市,326,124,1,虹口区,7,2,0
0,2020-02-15,上海市,326,124,1,黄浦区,6,1,0
0,2020-02-15,上海市,326,124,1,崇明区,3,0,0
0,2020-02-15,上海市,326,124,1,青浦区,5,3,0
0,2020-02-15,上海市,326,124,1,金山区,3,2,0
0,2020-02-15,上海市,326,124,1,待明确地区,0,34,0
0,2020-02-15,安徽省,950,221,6,蚌埠,153,7,5
0,2020-02-15,安徽省,950,221,6,合肥,168,38,1
0,2020-02-15,安徽省,950,221,6,阜阳,150,28,0
0,2020-02-15,安徽省,950,221,6,亳州,107,25,0
0,2020-02-15,安徽省,950,221,6,安庆,82,33,0
0,2020-02-15,安徽省,950,221,6,六安,63,15,0
0,2020-02-15,安徽省,950,221,6,宿州,39,11,0
0,2020-02-15,安徽省,950,221,6,马鞍山,35,10,0
0,2020-02-15,安徽省,950,221,6,芜湖,31,11,0
0,2020-02-15,安徽省,950,221,6,铜陵,28,10,0
0,2020-02-15,安徽省,950,221,6,淮北,26,10,0
0,2020-02-15,安徽省,950,221,6,淮南,23,7,0
0,2020-02-15,安徽省,950,221,6,池州,17,4,0
0,2020-02-15,安徽省,950,221,6,黄山,9,1,0
0,2020-02-15,安徽省,950,221,6,滁州,13,7,0
0,2020-02-15,安徽省,950,221,6,宣城,6,4,0
0,2020-02-15,湖南省,1001,425,2,长沙,241,73,0
0,2020-02-15,湖南省,1001,425,2,岳阳,153,51,1
0,2020-02-15,湖南省,1001,425,2,常德,78,28,0
0,2020-02-15,湖南省,1001,425,2,株洲,78,29,0
0,2020-02-15,湖南省,1001,425,2,娄底,75,29,0
0,2020-02-15,湖南省,1001,425,2,邵阳,100,59,1
0,2020-02-15,湖南省,1001,425,2,益阳,59,25,0
0,2020-02-15,湖南省,1001,425,2,湘潭,35,14,0
0,2020-02-15,湖南省,1001,425,2,衡阳,47,28,0
0,2020-02-15,湖南省,1001,425,2,郴州,39,22,0
0,2020-02-15,湖南省,1001,425,2,永州,43,27,0
0,2020-02-15,湖南省,1001,425,2,怀化,40,30,0
0,2020-02-15,湖南省,1001,425,2,湘西自治州,8,6,0
0,2020-02-15,湖南省,1001,425,2,张家界,5,4,0
0,2020-02-15,广西壮族自治区,235,44,2,南宁,49,11,0
0,2020-02-15,广西壮族自治区,235,44,2,北海,43,7,1
0,2020-02-15,广西壮族自治区,235,44,2,桂林,31,8,0
0,2020-02-15,广西壮族自治区,235,44,2,河池,22,0,1
0,2020-02-15,广西壮族自治区,235,44,2,柳州,24,8,0
0,2020-02-15,广西壮族自治区,235,44,2,防城港,17,1,0
0,2020-02-15,广西壮族自治区,235,44,2,来宾,11,0,0
0,2020-02-15,广西壮族自治区,235,44,2,玉林,10,1,0
0,2020-02-15,广西壮族自治区,235,44,2,钦州,8,1,0
0,2020-02-15,广西壮族自治区,235,44,2,贵港,8,2,0
0,2020-02-15,广西壮族自治区,235,44,2,贺州,4,0,0
0,2020-02-15,广西壮族自治区,235,44,2,百色,3,0,0
0,2020-02-15,广西壮族自治区,235,44,2,梧州,5,5,0
0,2020-02-15,广西壮族自治区,235,44,2,待明确地区,0,1,0
0,2020-02-15,山东省,532,156,2,济南,47,11,0
0,2020-02-15,山东省,532,156,2,青岛,56,21,1
0,2020-02-15,山东省,532,156,2,潍坊,42,8,0
0,2020-02-15,山东省,532,156,2,烟台,46,13,0
0,2020-02-15,山东省,532,156,2,济宁,49,18,0
0,2020-02-15,山东省,532,156,2,威海,38,9,0
0,2020-02-15,山东省,532,156,2,聊城,38,10,0
0,2020-02-15,山东省,532,156,2,德州,36,7,1
0,2020-02-15,山东省,532,156,2,泰安,32,5,0
0,2020-02-15,山东省,532,156,2,淄博,29,4,0
0,2020-02-15,山东省,532,156,2,临沂,47,25,0
0,2020-02-15,山东省,532,156,2,枣庄,24,4,0
0,2020-02-15,山东省,532,156,2,日照,16,2,0
0,2020-02-15,山东省,532,156,2,菏泽,18,10,0
0,2020-02-15,山东省,532,156,2,滨州,14,9,0
0,2020-02-15,辽宁省,119,31,1,沈阳,28,9,0
0,2020-02-15,辽宁省,119,31,1,大连,18,5,0
0,2020-02-15,辽宁省,119,31,1,盘锦,11,0,0
0,2020-02-15,辽宁省,119,31,1,葫芦岛,11,0,1
0,2020-02-15,辽宁省,119,31,1,阜新,8,0,0
0,2020-02-15,辽宁省,119,31,1,锦州,12,6,0
0,2020-02-15,辽宁省,119,31,1,铁岭,7,1,0
0,2020-02-15,辽宁省,119,31,1,朝阳,6,2,0
0,2020-02-15,辽宁省,119,31,1,鞍山,4,0,0
0,2020-02-15,辽宁省,119,31,1,丹东,7,4,0
0,2020-02-15,辽宁省,119,31,1,本溪,3,1,0
0,2020-02-15,辽宁省,119,31,1,辽阳,3,2,0
0,2020-02-15,辽宁省,119,31,1,营口,1,1,0
0,2020-02-15,青海省,18,13,0,西宁,15,11,0
0,2020-02-15,青海省,18,13,0,海北州,3,2,0
0,2020-02-15,云南省,168,42,0,昆明,48,8,0
0,2020-02-15,云南省,168,42,0,昭通,25,2,0
0,2020-02-15,云南省,168,42,0,西双版纳,15,3,0
0,2020-02-15,云南省,168,42,0,玉溪,14,3,0
0,2020-02-15,云南省,168,42,0,曲靖,13,5,0
0,2020-02-15,云南省,168,42,0,大理州,13,6,0
0,2020-02-15,云南省,168,42,0,保山,9,2,0
0,2020-02-15,云南省,168,42,0,红河州,8,3,0
0,2020-02-15,云南省,168,42,0,德宏州,5,2,0
0,2020-02-15,云南省,168,42,0,普洱,4,1,0
0,2020-02-15,云南省,168,42,0,楚雄州,4,1,0
0,2020-02-15,云南省,168,42,0,丽江,7,5,0
0,2020-02-15,云南省,168,42,0,文山州,2,0,0
0,2020-02-15,云南省,168,42,0,临沧,1,1,0
0,2020-02-15,云南省,168,42,0,待明确地区,0,2,0
0,2020-02-15,河南省,1212,391,13,信阳,252,64,2
0,2020-02-15,河南省,1212,391,13,南阳,150,52,2
0,2020-02-15,河南省,1212,391,13,驻马店,138,59,0
0,2020-02-15,河南省,1212,391,13,郑州,144,66,0
0,2020-02-15,河南省,1212,391,13,商丘,90,30,2
0,2020-02-15,河南省,1212,391,13,周口,70,25,0
0,2020-02-15,河南省,1212,391,13,新乡,55,10,2
0,2020-02-15,河南省,1212,391,13,平顶山,58,20,1
0,2020-02-15,河南省,1212,391,13,安阳,51,18,0
0,2020-02-15,河南省,1212,391,13,许昌,37,7,0
0,2020-02-15,河南省,1212,391,13,漯河,34,9,0
0,2020-02-15,河南省,1212,391,13,焦作,30,6,1
0,2020-02-15,河南省,1212,391,13,洛阳,31,9,0
0,2020-02-15,河南省,1212,391,13,开封,25,6,0
0,2020-02-15,河南省,1212,391,13,鹤壁,19,4,0
0,2020-02-15,河南省,1212,391,13,濮阳,17,2,0
0,2020-02-15,河南省,1212,391,13,济源,4,0,0
0,2020-02-15,河南省,1212,391,13,三门峡,7,4,0
0,2020-02-15,河南省,1212,391,13,待明确地区,0,0,3
0,2020-02-15,天津市,122,37,3,宝坻区,48,7,2
0,2020-02-15,天津市,122,37,3,河东区,14,5,1
0,2020-02-15,天津市,122,37,3,河北区,12,7,0
0,2020-02-15,天津市,122,37,3,北辰区,6,1,0
0,2020-02-15,天津市,122,37,3,南开区,6,1,0
0,2020-02-15,天津市,122,37,3,外地来津人员,6,1,0
0,2020-02-15,天津市,122,37,3,和平区,6,2,0
0,2020-02-15,天津市,122,37,3,宁河区,4,0,0
0,2020-02-15,天津市,122,37,3,东丽区,4,1,0
0,2020-02-15,天津市,122,37,3,滨海新区,3,0,0
0,2020-02-15,天津市,122,37,3,河西区,4,2,0
0,2020-02-15,天津市,122,37,3,西青区,4,2,0
0,2020-02-15,天津市,122,37,3,武清区,2,1,0
0,2020-02-15,天津市,122,37,3,津南区,1,0,0
0,2020-02-15,天津市,122,37,3,红桥区,2,2,0
0,2020-02-15,天津市,122,37,3,待明确地区,0,5,0
0,2020-02-15,北京市,375,98,4,海淀区,59,0,0
0,2020-02-15,北京市,375,98,4,朝阳区,58,0,0
0,2020-02-15,北京市,375,98,4,西城区,46,0,0
0,2020-02-15,北京市,375,98,4,大兴区,39,2,0
0,2020-02-15,北京市,375,98,4,丰台区,38,3,0
0,2020-02-15,北京市,375,98,4,外地来京人员,26,2,0
0,2020-02-15,北京市,375,98,4,昌平区,24,0,0
0,2020-02-15,北京市,375,98,4,通州区,17,1,0
0,2020-02-15,北京市,375,98,4,房山区,14,0,0
0,2020-02-15,北京市,375,98,4,石景山区,14,1,0
0,2020-02-15,北京市,375,98,4,东城区,12,1,0
0,2020-02-15,北京市,375,98,4,顺义区,10,0,0
0,2020-02-15,北京市,375,98,4,怀柔区,7,0,0
0,2020-02-15,北京市,375,98,4,密云区,7,0,0
0,2020-02-15,北京市,375,98,4,门头沟区,3,0,0
0,2020-02-15,北京市,375,98,4,延庆区,1,0,0
0,2020-02-15,北京市,375,98,4,待明确地区,0,88,4
0,2020-02-15,内蒙古自治区,68,7,0,包头,11,0,0
0,2020-02-15,内蒙古自治区,68,7,0,鄂尔多斯,11,3,0
0,2020-02-15,内蒙古自治区,68,7,0,巴彦淖尔,8,0,0
0,2020-02-15,内蒙古自治区,68,7,0,呼和浩特,7,0,0
0,2020-02-15,内蒙古自治区,68,7,0,通辽,6,0,0
0,2020-02-15,内蒙古自治区,68,7,0,赤峰,7,2,0
0,2020-02-15,内蒙古自治区,68,7,0,呼伦贝尔,6,1,0
0,2020-02-15,内蒙古自治区,68,7,0,锡林郭勒盟,6,1,0
0,2020-02-15,内蒙古自治区,68,7,0,乌兰察布,3,0,0
0,2020-02-15,内蒙古自治区,68,7,0,乌海市,2,0,0
0,2020-02-15,内蒙古自治区,68,7,0,兴安盟,1,0,0
0,2020-02-15,江西省,913,210,1,南昌,222,72,0
0,2020-02-15,江西省,913,210,1,上饶,123,20,0
0,2020-02-15,江西省,913,210,1,九江,115,18,0
0,2020-02-15,江西省,913,210,1,新余,127,34,0
0,2020-02-15,江西省,913,210,1,宜春,102,20,0
0,2020-02-15,江西省,913,210,1,赣州,76,14,1
0,2020-02-15,江西省,913,210,1,抚州,72,17,0
