,日期,省,省确诊,省治愈,省死亡,市,确诊,治愈,死亡
0,2020-02-07,浙江省,1006,123,0,金华,48,9,0
0,2020-02-07,浙江省,1006,123,0,嘉兴,35,1,0
0,2020-02-07,浙江省,1006,123,0,绍兴,34,5,0
0,2020-02-07,浙江省,1006,123,0,丽水,16,3,0
0,2020-02-07,浙江省,1006,123,0,衢州,15,3,0
0,2020-02-07,浙江省,1006,123,0,湖州,9,1,0
0,2020-02-07,浙江省,1006,123,0,舟山,7,5,0
0,2020-02-07,浙江省,1006,123,0,待明确地区,0,2,0
0,2020-02-07,贵州省,81,6,1,贵阳,18,1,0
0,2020-02-07,贵州省,81,6,1,毕节,17,0,0
0,2020-02-07,贵州省,81,6,1,遵义,12,0,0
0,2020-02-07,贵州省,81,6,1,六盘水,9,0,1
0,2020-02-07,贵州省,81,6,1,黔南州,7,3,0
0,2020-02-07,贵州省,81,6,1,铜仁,6,2,0
0,2020-02-07,贵州省,81,6,1,黔东南州,5,0,0
0,2020-02-07,贵州省,81,6,1,安顺,4,0,0
0,2020-02-07,贵州省,81,6,1,黔西南州,3,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,乌鲁木齐,18,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,伊犁州,9,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,兵团第九师,4,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,昌吉,2,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,吐鲁番,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,兵团第七师,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,兵团第八师石河子市,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,阿克苏,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,兵团第六师五家渠市,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,巴州,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,兵团第五师五家渠市,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,塔城,4,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,胡杨河,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,石河子,1,0,0
0,2020-02-07,新疆维吾尔自治区,39,0,0,五家渠,1,0,0
0,2020-02-07,福建省,224,20,0,福州,57,7,0
0,2020-02-07,福建省,224,20,0,莆田,44,1,0
0,2020-02-07,福建省,224,20,0,泉州,40,4,0
0,2020-02-07,福建省,224,20,0,厦门,23,2,0
0,2020-02-07,福建省,224,20,0,宁德,16,4,0
0,2020-02-07,福建省,224,20,0,漳州,16,1,0
0,2020-02-07,福建省,224,20,0,南平,12,1,0
0,2020-02-07,福建省,224,20,0,三明,12,0,0
0,2020-02-07,福建省,224,20,0,龙岩,4,0,0
0,2020-02-07,福建省,224,20,0,待明确地区,0,1,0
0,2020-02-07,河北省,172,22,1,石家庄,24,3,0
0,2020-02-07,河北省,172,22,1,沧州,23,4,1
0,2020-02-07,河北省,172,22,1,邯郸,22,2,0
0,2020-02-07,河北省,172,22,1,邢台,20,2,0
0,2020-02-07,河北省,172,22,1,唐山,19,2,0
0,2020-02-07,河北省,172,22,1,保定,18,4,0
0,2020-02-07,河北省,172,22,1,廊坊,15,4,0
0,2020-02-07,河北省,172,22,1,张家口,13,1,0
0,2020-02-07,河北省,172,22,1,衡水,7,0,0
0,2020-02-07,河北省,172,22,1,承德,6,0,0
0,2020-02-07,河北省,172,22,1,秦皇岛,5,0,0
0,2020-02-07,重庆市,415,31,2,万州区,74,4,1
0,2020-02-07,重庆市,415,31,2,云阳县,20,5,0
0,2020-02-07,重庆市,415,31,2,九龙坡区,19,0,1
0,2020-02-07,重庆市,415,31,2,江北区,19,1,0
0,2020-02-07,重庆市,415,31,2,渝中区,19,0,0
0,2020-02-07,重庆市,415,31,2,开州区,18,2,0
0,2020-02-07,重庆市,415,31,2,垫江县,17,1,0
0,2020-02-07,重庆市,415,31,2,忠县,16,1,0
0,2020-02-07,重庆市,415,31,2,合川区,16,1,0
0,2020-02-07,重庆市,415,31,2,两江新区,14,0,0
0,2020-02-07,重庆市,415,31,2,綦江区,14,0,0
0,2020-02-07,重庆市,415,31,2,潼南区,13,0,0
0,2020-02-07,重庆市,415,31,2,渝北区,12,2,0
0,2020-02-07,重庆市,415,31,2,长寿区,12,2,0
0,2020-02-07,重庆市,415,31,2,石柱县,12,0,0
0,2020-02-07,重庆市,415,31,2,奉节县,12,1,0
0,2020-02-07,重庆市,415,31,2,巫溪县,11,1,0
0,2020-02-07,重庆市,415,31,2,丰都县,9,1,0
0,2020-02-07,重庆市,415,31,2,大足区,9,0,0
0,2020-02-07,重庆市,415,31,2,璧山区,8,0,0
0,2020-02-07,重庆市,415,31,2,巫山县,8,4,0
0,2020-02-07,重庆市,415,31,2,南岸区,8,0,0
0,2020-02-07,重庆市,415,31,2,荣昌区,8,0,0
0,2020-02-07,重庆市,415,31,2,大渡口区,7,1,0
0,2020-02-07,重庆市,415,31,2,铜梁区,7,0,0
0,2020-02-07,重庆市,415,31,2,江津区,4,1,0
0,2020-02-07,重庆市,415,31,2,高新区,4,0,0
0,2020-02-07,重庆市,415,31,2,梁平区,4,0,0
0,2020-02-07,重庆市,415,31,2,涪陵区,3,0,0
0,2020-02-07,重庆市,415,31,2,巴南区,3,0,0
0,2020-02-07,重庆市,415,31,2,永川区,3,1,0
0,2020-02-07,重庆市,415,31,2,城口县,2,1,0
0,2020-02-07,重庆市,415,31,2,黔江区,2,0,0
0,2020-02-07,重庆市,415,31,2,沙坪坝区,2,0,0
0,2020-02-07,重庆市,415,31,2,彭水县,2,0,0
0,2020-02-07,重庆市,415,31,2,秀山县,1,1,0
0,2020-02-07,重庆市,415,31,2,武隆区,1,0,0
0,2020-02-07,重庆市,415,31,2,酉阳,1,0,0
0,2020-02-07,重庆市,415,31,2,万盛经开区,1,0,0
0,2020-02-07,山西省,96,15,0,晋中,27,5,0
0,2020-02-07,山西省,96,15,0,运城,17,1,0
0,2020-02-07,山西省,96,15,0,太原,11,1,0
0,2020-02-07,山西省,96,15,0,大同,9,3,0
0,2020-02-07,山西省,96,15,0,晋城,8,0,0
0,2020-02-07,山西省,96,15,0,吕梁,6,3,0
0,2020-02-07,山西省,96,15,0,长治,5,0,0
0,2020-02-07,山西省,96,15,0,阳泉,4,0,0
0,2020-02-07,山西省,96,15,0,朔州,4,1,0
0,2020-02-07,山西省,96,15,0,忻州,3,0,0
0,2020-02-07,山西省,96,15,0,临汾,2,1,0
0,2020-02-07,甘肃省,67,9,0,兰州,32,5,0
0,2020-02-07,甘肃省,67,9,0,天水,10,1,0
0,2020-02-07,甘肃省,67,9,0,定西,5,1,0
0,2020-02-07,甘肃省,67,9,0,陇南,4,0,0
0,2020-02-07,甘肃省,67,9,0,白银,4,0,0
0,2020-02-07,甘肃省,67,9,0,临夏,3,2,0
0,2020-02-07,甘肃省,67,9,0,甘南,3,0,0
0,2020-02-07,甘肃省,67,9,0,张掖,2,0,0
0,2020-02-07,甘肃省,67,9,0,庆阳,2,0,0
0,2020-02-07,甘肃省,67,9,0,金昌,1,0,0
0,2020-02-07,甘肃省,67,9,0,平凉,1,0,0
0,2020-02-07,海南省,117,10,2,三亚,34,8,1
0,2020-02-07,海南省,117,10,2,海口,21,2,0
0,2020-02-07,海南省,117,10,2,万宁,12,0,0
0,2020-02-07,海南省,117,10,2,儋州,11,0,0
0,2020-02-07,海南省,117,10,2,澄迈,7,0,1
0,2020-02-07,海南省,117,10,2,琼海,6,0,0
0,2020-02-07,海南省,117,10,2,临高,5,0,0
0,2020-02-07,海南省,117,10,2,陵水,4,0,0
0,2020-02-07,海南省,117,10,2,昌江,4,0,0
0,2020-02-07,海南省,117,10,2,东方,3,0,0
0,2020-02-07,海南省,117,10,2,定安,3,0,0
0,2020-02-07,海南省,117,10,2,文昌,3,0,0
0,2020-02-07,海南省,117,10,2,保亭,2,0,0
0,2020-02-07,海南省,117,10,2,琼中,1,0,0
0,2020-02-07,海南省,117,10,2,乐东,1,0,0
0,2020-02-07,海南省,117,10,2,未知地区,6,0,0
0,2020-02-07,吉林省,65,4,1,长春,32,1,0
0,2020-02-07,吉林省,65,4,1,四平,10,0,1
0,2020-02-07,吉林省,65,4,1,吉林市,5,2,0
0,2020-02-07,吉林省,65,4,1,延边,5,0,0
0,2020-02-07,吉林省,65,4,1,辽源,5,0,0
0,2020-02-07,吉林省,65,4,1,公主岭,4,1,0
0,2020-02-07,吉林省,65,4,1,松原,2,0,0
0,2020-02-07,吉林省,65,4,1,通化,2,0,0
0,2020-02-07,宁夏回族自治区,43,5,0,银川,27,3,0
0,2020-02-07,宁夏回族自治区,43,5,0,吴忠,9,0,0
0,2020-02-07,宁夏回族自治区,43,5,0,中卫,3,0,0
0,2020-02-07,宁夏回族自治区,43,5,0,固原,2,2,0
0,2020-02-07,宁夏回族自治区,43,5,0,宁东管委会,1,0,0
0,2020-02-07,宁夏回族自治区,43,5,0,石嘴山,1,0,0
0,2020-02-06,湖北省,19665,712,549,武汉,10117,455,414
0,2020-02-06,湖北省,19665,712,549,孝感,1886,30,25
0,2020-02-06,湖北省,19665,712,549,黄冈,1807,62,29
0,2020-02-06,湖北省,19665,712,549,随州,834,9,9
0,2020-02-06,湖北省,19665,712,549,荆州,801,19,10
0,2020-02-06,湖北省,19665,712,549,襄阳,787,25,2
0,2020-02-06,湖北省,19665,712,549,黄石,566,25,2
0,2020-02-06,湖北省,19665,712,549,宜昌,563,9,6
0,2020-02-06,湖北省,19665,712,549,荆门,508,21,17
0,2020-02-06,湖北省,19665,712,549,鄂州,423,8,18
0,2020-02-06,湖北省,19665,712,549,咸宁,399,5,1
0,2020-02-06,湖北省,19665,712,549,十堰,353,20,0
0,2020-02-06,湖北省,19665,712,549,仙桃,265,11,5
0,2020-02-06,湖北省,19665,712,549,恩施州,144,10,0
0,2020-02-06,湖北省,19665,712,549,天门,138,1,10
0,2020-02-06,湖北省,19665,712,549,潜江,64,0,1
0,2020-02-06,湖北省,19665,712,549,神农架林区,10,2,0
0,2020-02-06,湖北省,19665,712,549,待明确地区,0,18,0
0,2020-02-06,广东省,970,69,0,深圳,316,22,0
0,2020-02-06,广东省,970,69,0,广州,270,20,0
0,2020-02-06,广东省,970,69,0,珠海,73,4,0
0,2020-02-06,广东省,970,69,0,佛山,57,4,0
0,2020-02-06,广东省,970,69,0,东莞,47,1,0
0,2020-02-06,广东省,970,69,0,中山,44,4,0
0,2020-02-06,广东省,970,69,0,惠州,35,1,0
0,2020-02-06,广东省,970,69,0,汕头,21,3,0
0,2020-02-06,广东省,970,69,0,湛江,19,4,0
0,2020-02-06,广东省,970,69,0,肇庆,14,1,0
0,2020-02-06,广东省,970,69,0,阳江,13,0,0
0,2020-02-06,广东省,970,69,0,梅州,12,0,0
0,2020-02-06,广东省,970,69,0,清远,10,2,0
0,2020-02-06,广东省,970,69,0,江门,9,1,0
0,2020-02-06,广东省,970,69,0,揭阳,7,0,0
0,2020-02-06,广东省,970,69,0,韶关,6,1,0
0,2020-02-06,广东省,970,69,0,茂名,6,0,0
0,2020-02-06,广东省,970,69,0,汕尾,5,1,0
0,2020-02-06,广东省,970,69,0,潮州,5,0,0
0,2020-02-06,广东省,970,69,0,河源,1,0,0
0,2020-02-06,广东省,970,69,0,未知地区,0,2,0
0,2020-02-06,黑龙江省,227,8,3,哈尔滨,82,6,0
0,2020-02-06,黑龙江省,227,8,3,绥化,29,0,2
0,2020-02-06,黑龙江省,227,8,3,齐齐哈尔,26,0,0
0,2020-02-06,黑龙江省,227,8,3,鸡西,21,0,0
0,2020-02-06,黑龙江省,227,8,3,双鸭山,20,1,0
0,2020-02-06,黑龙江省,227,8,3,大庆,13,0,1
0,2020-02-06,黑龙江省,227,8,3,佳木斯,12,1,0
0,2020-02-06,黑龙江省,227,8,3,牡丹江,10,0,0
0,2020-02-06,黑龙江省,227,8,3,七台河,9,0,0
0,2020-02-06,黑龙江省,227,8,3,大兴安岭,2,0,0
0,2020-02-06,黑龙江省,227,8,3,鹤岗,2,0,0
0,2020-02-06,黑龙江省,227,8,3,黑河,1,0,0
0,2020-02-06,黑龙江省,227,8,3,待明确地区,0,2,0
0,2020-02-06,江苏省,373,34,0,苏州,60,4,0
0,2020-02-06,江苏省,373,34,0,南京,52,11,0
0,2020-02-06,江苏省,373,34,0,徐州,45,3,0
0,2020-02-06,江苏省,373,34,0,淮安,34,2,0
0,2020-02-06,江苏省,373,34,0,无锡,28,1,0
0,2020-02-06,江苏省,373,34,0,泰州,28,1,0
0,2020-02-06,江苏省,373,34,0,南通,27,2,0
0,2020-02-06,江苏省,373,34,0,常州,27,5,0
0,2020-02-06,江苏省,373,34,0,连云港,22,2,0
0,2020-02-06,江苏省,373,34,0,盐城,16,3,0
0,2020-02-06,江苏省,373,34,0,扬州,15,0,0
0,2020-02-06,江苏省,373,34,0,宿迁,11,0,0
0,2020-02-06,江苏省,373,34,0,镇江,8,0,0
0,2020-02-06,四川省,321,31,1,成都,97,19,1
0,2020-02-06,四川省,321,31,1,南充,29,2,0
0,2020-02-06,四川省,321,31,1,广安,24,1,0
0,2020-02-06,四川省,321,31,1,达州,20,4,0
0,2020-02-06,四川省,321,31,1,巴中,19,0,0
0,2020-02-06,四川省,321,31,1,绵阳,18,2,0
0,2020-02-06,四川省,321,31,1,内江,16,0,0
0,2020-02-06,四川省,321,31,1,德阳,12,0,0
0,2020-02-06,四川省,321,31,1,泸州,12,0,0
0,2020-02-06,四川省,321,31,1,甘孜州,12,0,0
0,2020-02-06,四川省,321,31,1,攀枝花,11,0,0
0,2020-02-06,四川省,321,31,1,自贡,9,0,0
0,2020-02-06,四川省,321,31,1,宜宾,8,0,0
0,2020-02-06,四川省,321,31,1,凉山州,7,0,0
0,2020-02-06,四川省,321,31,1,雅安,6,0,0
0,2020-02-06,四川省,321,31,1,广元,6,0,0
0,2020-02-06,四川省,321,31,1,遂宁,5,2,0
0,2020-02-06,四川省,321,31,1,眉山,5,1,0
0,2020-02-06,四川省,321,31,1,乐山,2,0,0
0,2020-02-06,四川省,321,31,1,资阳,2,0,0
0,2020-02-06,四川省,321,31,1,阿坝州,1,0,0
0,2020-02-06,陕西省,173,9,0,西安,74,5,0
0,2020-02-06,陕西省,173,9,0,安康,21,1,0
0,2020-02-06,陕西省,173,9,0,汉中,20,0,0
0,2020-02-06,陕西省,173,9,0,咸阳,15,1,0
0,2020-02-06,陕西省,173,9,0,宝鸡,10,0,0
0,2020-02-06,陕西省,173,9,0,渭南,9,0,0
0,2020-02-06,陕西省,173,9,0,延安,7,0,0
0,2020-02-06,陕西省,173,9,0,铜川,7,1,0
0,2020-02-06,陕西省,173,9,0,商洛,6,1,0
0,2020-02-06,陕西省,173,9,0,榆林,2,0,0
0,2020-02-06,陕西省,173,9,0,韩城,1,0,0
0,2020-02-06,陕西省,173,9,0,杨凌,1,0,0
0,2020-02-06,上海市,257,25,1,外地来沪人员,89,14,1
0,2020-02-06,上海市,257,25,1,浦东新区,47,6,0
0,2020-02-06,上海市,257,25,1,宝山区,15,0,0
0,2020-02-06,上海市,257,25,1,静安区,14,2,0
0,2020-02-06,上海市,257,25,1,徐汇区,14,0,0
0,2020-02-06,上海市,257,25,1,闵行区,12,1,0
0,2020-02-06,上海市,257,25,1,长宁区,10,0,0
0,2020-02-06,上海市,257,25,1,松江区,10,0,0
0,2020-02-06,上海市,257,25,1,奉贤区,8,0,0
0,2020-02-06,上海市,257,25,1,虹口区,7,0,0
0,2020-02-06,上海市,257,25,1,普陀区,7,0,0
0,2020-02-06,上海市,257,25,1,杨浦区,6,0,0
0,2020-02-06,上海市,257,25,1,青浦区,5,1,0
0,2020-02-06,上海市,257,25,1,黄浦区,5,1,0
0,2020-02-06,上海市,257,25,1,嘉定区,4,0,0
0,2020-02-06,上海市,257,25,1,金山区,2,0,0
0,2020-02-06,上海市,257,25,1,崇明区,2,0,0
0,2020-02-06,上海市,257,25,1,待明确地区,0,10,0
0,2020-02-06,安徽省,591,34,0,合肥,104,7,0
0,2020-02-06,安徽省,591,34,0,阜阳,95,7,0
0,2020-02-06,安徽省,591,34,0,亳州,66,5,0
0,2020-02-06,安徽省,591,34,0,蚌埠,64,0,0
0,2020-02-06,安徽省,591,34,0,安庆,60,3,0
0,2020-02-06,安徽省,591,34,0,六安,36,1,0
0,2020-02-06,安徽省,591,34,0,马鞍山,30,0,0
0,2020-02-06,安徽省,591,34,0,芜湖,26,2,0
0,2020-02-06,安徽省,591,34,0,宿州,25,0,0
0,2020-02-06,安徽省,591,34,0,铜陵,20,2,0
0,2020-02-06,安徽省,591,34,0,淮北,17,0,0
0,2020-02-06,安徽省,591,34,0,淮南,12,2,0
0,2020-02-06,安徽省,591,34,0,滁州,11,2,0
0,2020-02-06,安徽省,591,34,0,池州,11,1,0
0,2020-02-06,安徽省,591,34,0,黄山,9,0,0
0,2020-02-06,安徽省,591,34,0,宣城,5,2,0
0,2020-02-06,湖南省,711,81,0,长沙,179,8,0
0,2020-02-06,湖南省,711,81,0,岳阳,93,3,0
0,2020-02-06,湖南省,711,81,0,邵阳,74,8,0
0,2020-02-06,湖南省,711,81,0,常德,62,14,0
0,2020-02-06,湖南省,711,81,0,娄底,51,3,0
0,2020-02-06,湖南省,711,81,0,衡阳,43,5,0
0,2020-02-06,湖南省,711,81,0,株洲,41,7,0
0,2020-02-06,湖南省,711,81,0,益阳,41,6,0
0,2020-02-06,湖南省,711,81,0,怀化,36,7,0
0,2020-02-06,湖南省,711,81,0,永州,32,8,0
0,2020-02-06,湖南省,711,81,0,郴州,25,4,0
0,2020-02-06,湖南省,711,81,0,湘潭,24,5,0
0,2020-02-06,湖南省,711,81,0,湘西自治州,7,1,0
0,2020-02-06,湖南省,711,81,0,张家界,3,2,0
0,2020-02-06,广西壮族自治区,168,14,0,北海,31,2,0
0,2020-02-06,广西壮族自治区,168,14,0,南宁,30,0,0
0,2020-02-06,广西壮族自治区,168,14,0,桂林,27,5,0
0,2020-02-06,广西壮族自治区,168,14,0,柳州,20,3,0
0,2020-02-06,广西壮族自治区,168,14,0,防城港,15,1,0
0,2020-02-06,广西壮族自治区,168,14,0,河池,11,0,0
0,2020-02-06,广西壮族自治区,168,14,0,玉林,8,1,0
0,2020-02-06,广西壮族自治区,168,14,0,贵港,7,0,0
0,2020-02-06,广西壮族自治区,168,14,0,钦州,7,0,0
0,2020-02-06,广西壮族自治区,168,14,0,梧州,5,2,0
0,2020-02-06,广西壮族自治区,168,14,0,贺州,4,0,0
0,2020-02-06,广西壮族自治区,168,14,0,百色,2,0,0
0,2020-02-06,广西壮族自治区,168,14,0,来宾,1,0,0
0,2020-02-06,山东省,347,27,0,青岛,41,4,0
0,2020-02-06,山东省,347,27,0,济南,34,3,0
0,2020-02-06,山东省,347,27,0,临沂,32,1,0
0,2020-02-06,山东省,347,27,0,济宁,32,4,0
0,2020-02-06,山东省,347,27,0,烟台,30,0,0
0,2020-02-06,山东省,347,27,0,威海,29,5,0
0,2020-02-06,山东省,347,27,0,德州,26,2,0
0,2020-02-06,山东省,347,27,0,潍坊,21,0,0
0,2020-02-06,山东省,347,27,0,泰安,18,1,0
0,2020-02-06,山东省,347,27,0,枣庄,17,0,0
0,2020-02-06,山东省,347,27,0,聊城,15,0,0
0,2020-02-06,山东省,347,27,0,日照,14,2,0
0,2020-02-06,山东省,347,27,0,淄博,14,0,0
0,2020-02-06,山东省,347,27,0,菏泽,13,2,0
0,2020-02-06,山东省,347,27,0,滨州,11,3,0
0,2020-02-06,辽宁省,94,5,0,沈阳,23,1,0
0,2020-02-06,辽宁省,94,5,0,大连,14,3,0
0,2020-02-06,辽宁省,94,5,0,盘锦,11,0,0
0,2020-02-06,辽宁省,94,5,0,锦州,7,0,0
0,2020-02-06,辽宁省,94,5,0,丹东,7,1,0
0,2020-02-06,辽宁省,94,5,0,葫芦岛,7,0,0
0,2020-02-06,辽宁省,94,5,0,阜新,7,0,0
0,2020-02-06,辽宁省,94,5,0,朝阳,6,0,0
0,2020-02-06,辽宁省,94,5,0,本溪,3,0,0
0,2020-02-06,辽宁省,94,5,0,铁岭,3,0,0
0,2020-02-06,辽宁省,94,5,0,鞍山,3,0,0
0,2020-02-06,辽宁省,94,5,0,辽阳,2,0,0
0,2020-02-06,辽宁省,94,5,0,营口,1,0,0
0,2020-02-06,青海省,18,3,0,西宁,15,3,0
0,2020-02-06,青海省,18,3,0,海北州,3,0,0
0,2020-02-06,云南省,133,7,0,昆明,40,0,0
0,2020-02-06,云南省,133,7,0,西双版纳,15,1,0
0,2020-02-06,云南省,133,7,0,玉溪,13,1,0
0,2020-02-06,云南省,133,7,0,曲靖,10,1,0
0,2020-02-06,云南省,133,7,0,昭通,10,1,0
0,2020-02-06,云南省,133,7,0,大理,10,1,0
0,2020-02-06,云南省,133,7,0,保山,8,0,0
0,2020-02-06,云南省,133,7,0,丽江,7,0,0
0,2020-02-06,云南省,133,7,0,红河,5,1,0
0,2020-02-06,云南省,133,7,0,德宏,5,0,0
0,2020-02-06,云南省,133,7,0,普洱,4,0,0
0,2020-02-06,云南省,133,7,0,楚雄,4,0,0
0,2020-02-06,云南省,133,7,0,临沧,1,0,0
0,2020-02-06,云南省,133,7,0,文山,1,0,0
0,2020-02-06,云南省,133,7,0,未知地区,0,1,0
0,2020-02-06,河南省,851,56,2,信阳,164,9,0
0,2020-02-06,河南省,851,56,2,南阳,111,3,2
0,2020-02-06,河南省,851,56,2,郑州,102,13,0
0,2020-02-06,河南省,851,56,2,驻马店,98,2,0
0,2020-02-06,河南省,851,56,2,商丘,65,4,0
0,2020-02-06,河南省,851,56,2,周口,59,1,0
0,2020-02-06,河南省,851,56,2,平顶山,41,0,0
0,2020-02-06,河南省,851,56,2,新乡,41,2,0
0,2020-02-06,河南省,851,56,2,安阳,37,1,0
0,2020-02-06,河南省,851,56,2,漯河,26,1,0
0,2020-02-06,河南省,851,56,2,许昌,26,0,0
0,2020-02-06,河南省,851,56,2,洛阳,21,1,0
0,2020-02-06,河南省,851,56,2,开封,18,1,0
0,2020-02-06,河南省,851,56,2,焦作,17,1,0
0,2020-02-06,河南省,851,56,2,鹤壁,10,0,0
0,2020-02-06,河南省,851,56,2,三门峡,7,2,0
0,2020-02-06,河南省,851,56,2,濮阳,5,0,0
0,2020-02-06,河南省,851,56,2,济源,3,0,0
0,2020-02-06,河南省,851,56,2,待明确地区,0,15,0
0,2020-02-06,河南省,851,56,2,未知地区,0,20,0
0,2020-02-06,天津市,78,2,1,宝坻区,21,0,1
0,2020-02-06,天津市,78,2,1,河东区,10,0,0
0,2020-02-06,天津市,78,2,1,河北区,10,0,0
0,2020-02-06,天津市,78,2,1,和平区,6,0,0
0,2020-02-06,天津市,78,2,1,外地来津人员,6,0,0
0,2020-02-06,天津市,78,2,1,河西区,4,0,0
0,2020-02-06,天津市,78,2,1,宁河区,4,0,0
0,2020-02-06,天津市,78,2,1,西青区,4,0,0
0,2020-02-06,天津市,78,2,1,东丽区,4,0,0
0,2020-02-06,天津市,78,2,1,南开区,3,0,0
0,2020-02-06,天津市,78,2,1,滨海新区,2,0,0
0,2020-02-06,天津市,78,2,1,红桥区,2,1,0
0,2020-02-06,天津市,78,2,1,津南区,1,0,0
0,2020-02-06,天津市,78,2,1,北辰区,1,0,0
0,2020-02-06,天津市,78,2,1,待明确,0,1,0
0,2020-02-06,北京市,274,31,1,朝阳区,48,0,0
0,2020-02-06,北京市,274,31,1,海淀区,47,0,0
0,2020-02-06,北京市,274,31,1,西城区,34,0,0
0,2020-02-06,北京市,274,31,1,大兴区,32,2,0
0,2020-02-06,北京市,274,31,1,外地来京人员,21,2,0
0,2020-02-06,北京市,274,31,1,丰台区,20,0,0
0,2020-02-06,北京市,274,31,1,昌平区,15,0,0
0,2020-02-06,北京市,274,31,1,通州区,13,0,0
0,2020-02-06,北京市,274,31,1,石景山区,11,0,0
0,2020-02-06,北京市,274,31,1,房山区,11,0,0
0,2020-02-06,北京市,274,31,1,东城区,7,0,0
0,2020-02-06,北京市,274,31,1,顺义区,6,0,0
0,2020-02-06,北京市,274,31,1,怀柔区,5,0,0
0,2020-02-06,北京市,274,31,1,门头沟区,3,0,0
0,2020-02-06,北京市,274,31,1,延庆区,1,0,0
0,2020-02-06,北京市,274,31,1,未明确地区,0,27,1
0,2020-02-06,北京市,274,31,1,待明确地区,0,27,1
0,2020-02-06,内蒙古自治区,46,4,0,鄂尔多斯,11,2,0
0,2020-02-06,内蒙古自治区,46,4,0,包头,9,0,0
0,2020-02-06,内蒙古自治区,46,4,0,呼和浩特,5,0,0
0,2020-02-06,内蒙古自治区,46,4,0,呼伦贝尔,5,1,0
0,2020-02-06,内蒙古自治区,46,4,0,巴彦淖尔,4,0,0
0,2020-02-06,内蒙古自治区,46,4,0,乌兰察布,3,0,0
0,2020-02-06,内蒙古自治区,46,4,0,赤峰,3,0,0
0,2020-02-06,内蒙古自治区,46,4,0,锡林郭勒盟,2,1,0
0,2020-02-06,内蒙古自治区,46,4,0,乌海市,2,0,0
0,2020-02-06,内蒙古自治区,46,4,0,兴安盟,1,0,0
0,2020-02-06,内蒙古自治区,46,4,0,通辽,1,0,0
0,2020-02-06,江西省,600,37,0,南昌,149,10,0
0,2020-02-06,江西省,600,37,0,九江,92,4,0
0,2020-02-06,江西省,600,37,0,新余,78,5,0
0,2020-02-06,江西省,600,37,0,上饶,78,5,0
0,2020-02-06,江西省,600,37,0,宜春,54,3,0
0,2020-02-06,江西省,600,37,0,赣州,52,2,0
0,2020-02-06,江西省,600,37,0,抚州,46,5,0
0,2020-02-06,江西省,600,37,0,萍乡,23,1,0
0,2020-02-06,江西省,600,37,0,吉安,15,1,0
0,2020-02-06,江西省,600,37,0,鹰潭,9,0,0
0,2020-02-06,江西省,600,37,0,景德镇,4,1,0
0,2020-02-06,浙江省,954,94,0,温州,396,36,0
0,2020-02-06,浙江省,954,94,0,杭州,151,15,0
0,2020-02-06,浙江省,954,94,0,宁波,126,9,0
0,2020-02-06,浙江省,954,94,0,台州,124,14,0
0,2020-02-06,浙江省,954,94,0,金华,47,9,0
0,2020-02-06,浙江省,954,94,0,绍兴,33,3,0
0,2020-02-06,浙江省,954,94,0,嘉兴,30,1,0
0,2020-02-06,浙江省,954,94,0,丽水,16,1,0
0,2020-02-06,浙江省,954,94,0,衢州,15,2,0
0,2020-02-06,浙江省,954,94,0,湖州,9,1,0
0,2020-02-06,浙江省,954,94,0,舟山,7,3,0
0,2020-02-06,贵州省,71,6,1,贵阳,15,1,0
0,2020-02-06,贵州省,71,6,1,毕节,13,0,0
0,2020-02-06,贵州省,71,6,1,遵义,11,0,0
0,2020-02-06,贵州省,71,6,1,六盘水,9,0,1
0,2020-02-06,贵州省,71,6,1,铜仁,6,2,0
0,2020-02-06,贵州省,71,6,1,黔南州,6,3,0
0,2020-02-06,贵州省,71,6,1,黔东南州,5,0,0
0,2020-02-06,贵州省,71,6,1,黔西南州,3,0,0
0,2020-02-06,贵州省,71,6,1,安顺,3,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,乌鲁木齐,15,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,伊犁州,9,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,塔城,4,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,昌吉,2,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,吐鲁番,1,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,胡杨河,1,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,石河子,1,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,阿克苏,1,0,0
0,2020-02-06,新疆维吾尔自治区,36,0,0,五家渠,1,0,0
