,日期,省,省确诊,省治愈,省死亡,市,新增确诊,新增治愈,新增死亡,确诊,治愈,死亡
28,2020-02-26,山东省,756,377,6,临沂,0,1,0,49,45,0
29,2020-02-26,山东省,756,377,6,滨州,0,1,0,15,12,0
30,2020-02-26,山东省,756,377,6,枣庄,0,2,0,24,22,0
31,2020-02-26,山东省,756,377,6,菏泽,0,0,0,18,17,0
32,2020-02-26,海南省,168,129,5,三亚,0,3,0,54,42,1
33,2020-02-26,海南省,168,129,5,海口,0,0,0,39,28,0
34,2020-02-26,海南省,168,129,5,昌江,0,0,0,7,3,0
35,2020-02-26,海南省,168,129,5,儋州,0,0,0,15,12,1
36,2020-02-26,海南省,168,129,5,万宁,0,0,0,13,11,0
37,2020-02-26,海南省,168,129,5,澄迈,0,0,0,9,6,1
38,2020-02-26,海南省,168,129,5,保亭,0,0,0,3,1,0
39,2020-02-26,海南省,168,129,5,琼海,0,0,0,6,4,1
40,2020-02-26,海南省,168,129,5,东方,0,0,0,3,2,0
41,2020-02-26,海南省,168,129,5,临高,0,1,0,6,6,0
42,2020-02-26,海南省,168,129,5,陵水,0,0,0,4,4,0
43,2020-02-26,海南省,168,129,5,定安,0,0,0,3,2,1
44,2020-02-26,海南省,168,129,5,文昌,0,0,0,3,3,0
45,2020-02-26,海南省,168,129,5,乐东,0,0,0,2,2,0
46,2020-02-26,海南省,168,129,5,琼中,0,0,0,1,1,0
47,2020-02-26,海南省,168,129,5,待明确地区,0,1,0,0,2,0
48,2020-02-26,天津市,135,96,3,宝坻区,0,4,0,60,34,2
49,2020-02-26,天津市,135,96,3,南开区,0,0,0,6,2,0
50,2020-02-26,天津市,135,96,3,河东区,0,0,0,15,11,1
51,2020-02-26,天津市,135,96,3,北辰区,0,0,0,6,3,0
52,2020-02-26,天津市,135,96,3,宁河区,0,0,0,4,1,0
53,2020-02-26,天津市,135,96,3,河北区,0,0,0,12,10,0
54,2020-02-26,天津市,135,96,3,和平区,0,0,0,6,5,0
55,2020-02-26,天津市,135,96,3,外地来津人员,0,0,0,6,5,0
56,2020-02-26,天津市,135,96,3,东丽区,0,0,0,4,4,0
57,2020-02-26,天津市,135,96,3,河西区,0,0,0,4,4,0
58,2020-02-26,天津市,135,96,3,西青区,0,0,0,4,4,0
59,2020-02-26,天津市,135,96,3,滨海新区,0,0,0,3,3,0
60,2020-02-26,天津市,135,96,3,武清区,0,0,0,2,2,0
61,2020-02-26,天津市,135,96,3,红桥区,0,0,0,2,2,0
62,2020-02-26,天津市,135,96,3,津南区,0,0,0,1,1,0
63,2020-02-26,天津市,135,96,3,待明确地区,0,1,0,0,5,0
64,2020-02-26,内蒙古自治区,75,37,0,锡林郭勒盟,0,0,0,9,2,0
65,2020-02-26,内蒙古自治区,75,37,0,包头,0,0,0,11,5,0
66,2020-02-26,内蒙古自治区,75,37,0,呼和浩特,0,0,0,7,2,0
67,2020-02-26,内蒙古自治区,75,37,0,通辽,0,0,0,7,2,0
68,2020-02-26,内蒙古自治区,75,37,0,赤峰,0,0,0,9,5,0
69,2020-02-26,内蒙古自治区,75,37,0,呼伦贝尔,0,0,0,7,4,0
70,2020-02-26,内蒙古自治区,75,37,0,鄂尔多斯,0,0,0,11,9,0
71,2020-02-26,内蒙古自治区,75,37,0,巴彦淖尔,0,0,0,8,6,0
72,2020-02-26,内蒙古自治区,75,37,0,乌兰察布,0,0,0,3,1,0
73,2020-02-26,内蒙古自治区,75,37,0,乌海市,0,0,0,2,1,0
74,2020-02-26,内蒙古自治区,75,37,0,兴安盟,0,0,0,1,0,0
75,2020-02-26,河南省,1271,1033,19,信阳,0,22,0,274,219,2
76,2020-02-26,河南省,1271,1033,19,郑州,0,5,0,157,124,0
77,2020-02-26,河南省,1271,1033,19,南阳,0,0,0,155,129,3
78,2020-02-26,河南省,1271,1033,19,周口,0,4,0,76,56,0
79,2020-02-26,河南省,1271,1033,19,驻马店,0,2,0,139,126,0
80,2020-02-26,河南省,1271,1033,19,平顶山,0,0,0,58,44,1
81,2020-02-26,河南省,1271,1033,19,安阳,0,2,0,53,43,0
82,2020-02-26,河南省,1271,1033,19,漯河,0,2,0,35,25,0
83,2020-02-26,河南省,1271,1033,19,开封,0,0,0,26,16,0
84,2020-02-26,河南省,1271,1033,19,商丘,0,2,0,91,80,3
85,2020-02-26,河南省,1271,1033,19,许昌,0,0,0,39,32,0
86,2020-02-26,河南省,1271,1033,19,濮阳,0,0,0,17,10,0
87,2020-02-26,河南省,1271,1033,19,洛阳,0,3,0,31,24,1
88,2020-02-26,河南省,1271,1033,19,新乡,0,1,0,57,49,3
89,2020-02-26,河南省,1271,1033,19,鹤壁,0,2,0,19,15,0
90,2020-02-26,河南省,1271,1033,19,焦作,0,2,0,32,28,1
91,2020-02-26,河南省,1271,1033,19,济源,0,0,0,5,3,0
92,2020-02-26,河南省,1271,1033,19,三门峡,0,0,0,7,6,1
93,2020-02-26,河南省,1271,1033,19,待明确地区,0,-16,0,0,4,4
94,2020-02-26,广西壮族自治区,252,144,2,河池,0,0,0,28,5,1
95,2020-02-26,广西壮族自治区,252,144,2,北海,0,3,0,44,24,1
96,2020-02-26,广西壮族自治区,252,144,2,南宁,0,6,0,55,42,0
97,2020-02-26,广西壮族自治区,252,144,2,柳州,0,0,0,24,12,0
98,2020-02-26,广西壮族自治区,252,144,2,防城港,0,0,0,19,8,0
99,2020-02-26,广西壮族自治区,252,144,2,来宾,0,0,0,11,0,0
100,2020-02-26,广西壮族自治区,252,144,2,桂林,0,0,0,32,23,0
101,2020-02-26,广西壮族自治区,252,144,2,玉林,0,1,0,11,7,0
102,2020-02-26,广西壮族自治区,252,144,2,贵港,0,0,0,8,4,0
103,2020-02-26,广西壮族自治区,252,144,2,钦州,0,0,0,8,7,0
104,2020-02-26,广西壮族自治区,252,144,2,梧州,0,0,0,5,5,0
105,2020-02-26,广西壮族自治区,252,144,2,贺州,0,0,0,4,4,0
106,2020-02-26,广西壮族自治区,252,144,2,百色,0,0,0,3,3,0
107,2020-02-26,陕西省,245,189,1,西安,0,3,0,120,94,1
108,2020-02-26,陕西省,245,189,1,汉中,0,0,0,26,14,0
109,2020-02-26,陕西省,245,189,1,安康,0,0,0,26,20,0
110,2020-02-26,陕西省,245,189,1,渭南,0,0,0,15,9,0
111,2020-02-26,陕西省,245,189,1,铜川,0,0,0,8,6,0
112,2020-02-26,陕西省,245,189,1,商洛,0,0,0,7,5,0
113,2020-02-26,陕西省,245,189,1,咸阳,0,0,0,17,16,0
114,2020-02-26,陕西省,245,189,1,宝鸡,0,0,0,13,12,0
115,2020-02-26,陕西省,245,189,1,延安,0,0,0,8,8,0
116,2020-02-26,陕西省,245,189,1,榆林,0,0,0,3,3,0
117,2020-02-26,陕西省,245,189,1,韩城,0,0,0,1,1,0
118,2020-02-26,陕西省,245,189,1,杨凌,0,0,0,1,1,0
119,2020-02-26,广东省,1347,851,7,深圳,0,0,0,417,262,3
120,2020-02-26,广东省,1347,851,7,广州,0,12,0,346,222,1
121,2020-02-26,广东省,1347,851,7,东莞,0,0,0,97,40,1
122,2020-02-26,广东省,1347,851,7,佛山,0,0,0,84,36,0
123,2020-02-26,广东省,1347,851,7,珠海,0,3,0,98,59,1
124,2020-02-26,广东省,1347,851,7,江门,0,1,0,23,11,0
125,2020-02-26,广东省,1347,851,7,中山,0,2,0,66,55,0
126,2020-02-26,广东省,1347,851,7,惠州,0,3,0,62,52,0
127,2020-02-26,广东省,1347,851,7,湛江,0,0,0,22,14,0
128,2020-02-26,广东省,1347,851,7,茂名,0,0,0,14,7,0
129,2020-02-26,广东省,1347,851,7,肇庆,0,3,0,19,13,1
130,2020-02-26,广东省,1347,851,7,梅州,0,1,0,16,12,0
131,2020-02-26,广东省,1347,851,7,阳江,0,0,0,14,10,0
132,2020-02-26,广东省,1347,851,7,汕头,0,1,0,25,22,0
133,2020-02-26,广东省,1347,851,7,韶关,0,0,0,10,7,0
134,2020-02-26,广东省,1347,851,7,揭阳,0,0,0,8,5,0
135,2020-02-26,广东省,1347,851,7,汕尾,0,0,0,5,4,0
136,2020-02-26,广东省,1347,851,7,潮州,0,0,0,5,4,0
137,2020-02-26,广东省,1347,851,7,清远,0,0,0,12,12,0
138,2020-02-26,广东省,1347,851,7,河源,0,3,0,4,4,0
139,2020-02-26,广东省,1347,851,7,待明确地区,0,0,0,0,19,0
140,2020-02-26,浙江省,1205,867,1,温州,0,37,0,504,354,1
141,2020-02-26,浙江省,1205,867,1,台州,0,3,0,146,101,0
142,2020-02-26,浙江省,1205,867,1,宁波,0,-1,0,157,122,0
143,2020-02-26,浙江省,1205,867,1,省十里丰监狱,0,3,0,36,3,0
144,2020-02-26,浙江省,1205,867,1,杭州,0,2,0,169,139,0
145,2020-02-26,浙江省,1205,867,1,嘉兴,0,2,0,45,30,0
146,2020-02-26,浙江省,1205,867,1,金华,0,4,0,55,43,0
147,2020-02-26,浙江省,1205,867,1,绍兴,0,0,0,42,30,0
148,2020-02-26,浙江省,1205,867,1,舟山,0,1,0,10,6,0
149,2020-02-26,浙江省,1205,867,1,丽水,0,0,0,17,14,0
150,2020-02-26,浙江省,1205,867,1,衢州,0,1,0,14,11,0
151,2020-02-26,浙江省,1205,867,1,湖州,0,0,0,10,7,0
152,2020-02-26,浙江省,1205,867,1,待明确地区,0,0,0,0,7,0
153,2020-02-26,黑龙江省,480,249,12,哈尔滨,0,0,0,198,77,3
154,2020-02-26,黑龙江省,480,249,12,鸡西,0,0,0,46,22,0
155,2020-02-26,黑龙江省,480,249,12,双鸭山,0,5,0,52,28,3
156,2020-02-26,黑龙江省,480,249,12,齐齐哈尔,0,0,0,43,26,1
157,2020-02-26,黑龙江省,480,249,12,大庆,0,0,0,26,12,1
158,2020-02-26,黑龙江省,480,249,12,绥化,0,0,0,47,35,4
159,2020-02-26,黑龙江省,480,249,12,七台河,0,1,0,17,11,0
160,2020-02-26,黑龙江省,480,249,12,牡丹江,0,0,0,14,8,0
161,2020-02-26,黑龙江省,480,249,12,黑河,0,0,0,14,9,0
162,2020-02-26,黑龙江省,480,249,12,鹤岗,0,0,0,5,4,0
163,2020-02-26,黑龙江省,480,249,12,伊春,0,0,0,1,0,0
164,2020-02-26,黑龙江省,480,249,12,佳木斯,0,0,0,15,15,0
165,2020-02-26,黑龙江省,480,249,12,大兴安岭,0,0,0,2,2,0
166,2020-02-26,福建省,294,218,1,泉州,0,1,0,47,23,0
167,2020-02-26,福建省,294,218,1,莆田,0,6,0,55,36,0
168,2020-02-26,福建省,294,218,1,南平,0,0,0,20,12,0
169,2020-02-26,福建省,294,218,1,三明,0,0,0,14,8,0
170,2020-02-26,福建省,294,218,1,福州,0,4,0,71,65,1
171,2020-02-26,福建省,294,218,1,厦门,0,3,0,35,30,0
172,2020-02-26,福建省,294,218,1,漳州,0,1,0,20,15,0
173,2020-02-26,福建省,294,218,1,宁德,0,3,0,26,23,0
174,2020-02-26,福建省,294,218,1,龙岩,0,1,0,6,6,0
175,2020-02-26,福建省,294,218,1,待明确地区,0,1,0,0,6,0
176,2020-02-26,河北省,312,261,6,唐山,0,6,0,58,36,1
177,2020-02-26,河北省,312,261,6,沧州,0,2,0,48,35,3
178,2020-02-26,河北省,312,261,6,石家庄,0,0,0,29,22,0
179,2020-02-26,河北省,312,261,6,张家口,1,0,0,35,32,0
180,2020-02-26,河北省,312,261,6,邯郸,0,1,0,32,29,0
181,2020-02-26,河北省,312,261,6,秦皇岛,0,0,0,10,8,1
182,2020-02-26,河北省,312,261,6,保定,0,0,0,32,32,0
183,2020-02-26,河北省,312,261,6,廊坊,0,2,0,30,30,0
184,2020-02-26,河北省,312,261,6,邢台,0,2,0,23,22,1
185,2020-02-26,河北省,312,261,6,衡水,0,0,0,8,8,0
186,2020-02-26,河北省,312,261,6,承德,0,0,0,7,7,0
187,2020-02-26,安徽省,989,744,6,合肥,0,8,0,174,127,1
188,2020-02-26,安徽省,989,744,6,阜阳,0,3,0,155,112,0
189,2020-02-26,安徽省,989,744,6,蚌埠,0,6,0,160,119,5
190,2020-02-26,安徽省,989,744,6,六安,0,1,0,69,46,0
191,2020-02-26,安徽省,989,744,6,亳州,0,2,0,108,89,0
192,2020-02-26,安徽省,989,744,6,马鞍山,0,4,0,38,25,0
193,2020-02-26,安徽省,989,744,6,宿州,0,1,0,41,30,0
194,2020-02-26,安徽省,989,744,6,安庆,0,5,0,83,74,0
195,2020-02-26,安徽省,989,744,6,淮南,0,0,0,27,18,0
196,2020-02-26,安徽省,989,744,6,铜陵,0,0,0,29,22,0
197,2020-02-26,安徽省,989,744,6,芜湖,0,0,0,33,28,0
198,2020-02-26,安徽省,989,744,6,淮北,0,2,0,27,22,0
199,2020-02-26,安徽省,989,744,6,池州,0,0,0,17,13,0
200,2020-02-26,安徽省,989,744,6,滁州,0,0,0,13,9,0
201,2020-02-26,安徽省,989,744,6,黄山,0,0,0,9,6,0
202,2020-02-26,安徽省,989,744,6,宣城,0,0,0,6,4,0
203,2020-02-26,湖南省,1016,783,4,长沙,0,7,0,242,159,2
204,2020-02-26,湖南省,1016,783,4,岳阳,0,0,0,156,106,1
205,2020-02-26,湖南省,1016,783,4,株洲,0,0,0,80,54,0
206,2020-02-26,湖南省,1016,783,4,娄底,0,1,0,76,57,0
207,2020-02-26,湖南省,1016,783,4,常德,0,1,0,82,67,0
208,2020-02-26,湖南省,1016,783,4,邵阳,0,0,0,102,90,1
209,2020-02-26,湖南省,1016,783,4,衡阳,0,0,0,48,38,0
210,2020-02-26,湖南省,1016,783,4,湘潭,0,3,0,36,29,0
211,2020-02-26,湖南省,1016,783,4,郴州,0,2,0,39,33,0
212,2020-02-26,湖南省,1016,783,4,益阳,0,0,0,59,56,0
213,2020-02-26,湖南省,1016,783,4,永州,0,0,0,43,41,0
214,2020-02-26,湖南省,1016,783,4,怀化,0,1,0,40,40,0
215,2020-02-26,湖南省,1016,783,4,湘西自治州,0,0,0,8,8,0
216,2020-02-26,湖南省,1016,783,4,张家界,0,0,0,5,5,0
217,2020-02-26,四川省,531,307,3,成都,0,2,0,143,81,3
218,2020-02-26,四川省,531,307,3,甘孜州,2,0,0,71,18,0
219,2020-02-26,四川省,531,307,3,达州,0,4,0,42,19,0
220,2020-02-26,四川省,531,307,3,南充,0,0,0,39,23,0
221,2020-02-26,四川省,531,307,3,巴中,0,1,0,24,11,0
222,2020-02-26,四川省,531,307,3,广安,0,0,0,30,20,0
223,2020-02-26,四川省,531,307,3,德阳,0,0,0,18,9,0
224,2020-02-26,四川省,531,307,3,绵阳,0,1,0,22,14,0
225,2020-02-26,四川省,531,307,3,泸州,0,5,0,24,17,0
226,2020-02-26,四川省,531,307,3,内江,0,2,0,22,15,0
227,2020-02-26,四川省,531,307,3,遂宁,0,3,0,17,13,0
228,2020-02-26,四川省,531,307,3,凉山州,0,0,0,13,9,0
229,2020-02-26,四川省,531,307,3,宜宾,0,0,0,12,10,0
230,2020-02-26,四川省,531,307,3,眉山,0,0,0,8,6,0
231,2020-02-26,四川省,531,307,3,资阳,0,0,0,4,2,0
232,2020-02-26,四川省,531,307,3,自贡,0,0,0,9,8,0
233,2020-02-26,四川省,531,307,3,雅安,0,0,0,7,6,0
234,2020-02-26,四川省,531,307,3,攀枝花,0,0,0,16,16,0
235,2020-02-26,四川省,531,307,3,广元,0,0,0,6,6,0
236,2020-02-26,四川省,531,307,3,乐山,0,0,0,3,3,0
237,2020-02-26,四川省,531,307,3,阿坝州,0,0,0,1,1,0
238,2020-02-26,江苏省,631,478,0,南京,0,1,0,93,58,0
239,2020-02-26,江苏省,631,478,0,苏州,0,2,0,87,59,0
240,2020-02-26,江苏省,631,478,0,连云港,0,2,0,48,27,0
241,2020-02-26,江苏省,631,478,0,淮安,0,4,0,66,50,0
242,2020-02-26,江苏省,631,478,0,无锡,0,1,0,55,42,0
243,2020-02-26,江苏省,631,478,0,徐州,0,2,0,79,69,0
244,2020-02-26,江苏省,631,478,0,泰州,0,0,0,37,28,0
245,2020-02-26,江苏省,631,478,0,扬州,0,0,0,23,17,0
246,2020-02-26,江苏省,631,478,0,南通,0,1,0,40,35,0
247,2020-02-26,江苏省,631,478,0,常州,0,7,0,51,48,0
248,2020-02-26,江苏省,631,478,0,盐城,0,0,0,27,24,0
249,2020-02-26,江苏省,631,478,0,宿迁,0,0,0,13,11,0
250,2020-02-26,江苏省,631,478,0,镇江,0,0,0,12,10,0
251,2020-02-26,重庆市,576,373,6,万州区,0,3,0,118,75,4
252,2020-02-26,重庆市,576,373,6,江北区,0,3,0,28,14,0
253,2020-02-26,重庆市,576,373,6,潼南区,0,0,0,18,7,0
254,2020-02-26,重庆市,576,373,6,綦江区,0,0,0,23,13,0
255,2020-02-26,重庆市,576,373,6,垫江县,0,0,0,20,10,0
256,2020-02-26,重庆市,576,373,6,长寿区,0,2,0,22,13,0
257,2020-02-26,重庆市,576,373,6,奉节县,0,1,0,22,13,0
258,2020-02-26,重庆市,576,373,6,合川区,0,1,0,23,15,0
259,2020-02-26,重庆市,576,373,6,九龙坡区,0,1,0,21,12,1
260,2020-02-26,重庆市,576,373,6,两江新区,0,0,0,17,10,0
261,2020-02-26,重庆市,576,373,6,南岸区,0,3,0,15,8,0
262,2020-02-26,重庆市,576,373,6,沙坪坝区,0,1,0,9,2,0
263,2020-02-26,重庆市,576,373,6,渝北区,0,1,0,17,11,0
264,2020-02-26,重庆市,576,373,6,铜梁区,0,0,0,10,4,0
265,2020-02-26,重庆市,576,373,6,丰都县,0,0,0,10,4,0
266,2020-02-26,重庆市,576,373,6,云阳县,0,0,0,25,21,0
267,2020-02-26,重庆市,576,373,6,渝中区,0,0,0,20,16,0
268,2020-02-26,重庆市,576,373,6,石柱县,0,0,0,15,11,0
269,2020-02-26,重庆市,576,373,6,大足区,0,1,0,14,10,0
270,2020-02-26,重庆市,576,373,6,忠县,0,0,0,21,18,0
271,2020-02-26,重庆市,576,373,6,巫溪县,0,1,0,14,11,0
272,2020-02-26,重庆市,576,373,6,荣昌区,0,1,0,9,6,0
273,2020-02-26,重庆市,576,373,6,巴南区,0,0,0,6,3,0
274,2020-02-26,重庆市,576,373,6,涪陵区,0,0,0,5,2,0
275,2020-02-26,重庆市,576,373,6,开州区,0,0,0,21,18,1
276,2020-02-26,重庆市,576,373,6,巫山县,0,1,0,10,8,0
277,2020-02-26,重庆市,576,373,6,璧山区,0,1,0,9,8,0
278,2020-02-26,重庆市,576,373,6,大渡口区,0,0,0,7,6,0
279,2020-02-26,重庆市,576,373,6,彭水县,0,1,0,2,1,0
280,2020-02-26,重庆市,576,373,6,酉阳,0,0,0,1,0,0
281,2020-02-26,重庆市,576,373,6,万盛经开区,0,0,0,1,0,0
282,2020-02-26,重庆市,576,373,6,永川区,0,1,0,5,5,0
283,2020-02-26,重庆市,576,373,6,江津区,0,0,0,4,4,0
284,2020-02-26,重庆市,576,373,6,梁平区,0,0,0,4,4,0
285,2020-02-26,重庆市,576,373,6,高新区,0,1,0,4,4,0
286,2020-02-26,重庆市,576,373,6,黔江区,0,0,0,2,2,0
287,2020-02-26,重庆市,576,373,6,城口县,0,0,0,2,2,0
288,2020-02-26,重庆市,576,373,6,武隆区,0,0,0,1,1,0
289,2020-02-26,重庆市,576,373,6,秀山县,0,0,0,1,1,0
290,2020-02-26,云南省,174,144,2,昭通,0,0,0,25,15,0
291,2020-02-26,云南省,174,144,2,昆明,0,12,0,53,48,0
292,2020-02-26,云南省,174,144,2,红河州,0,0,0,9,5,0
293,2020-02-26,云南省,174,144,2,曲靖,0,0,0,13,10,0
294,2020-02-26,云南省,174,144,2,西双版纳,0,0,0,15,12,1
295,2020-02-26,云南省,174,144,2,玉溪,0,0,0,14,12,1
296,2020-02-26,云南省,174,144,2,大理州,0,0,0,13,12,0
297,2020-02-26,云南省,174,144,2,保山,0,1,0,9,8,0
298,2020-02-26,云南省,174,144,2,德宏州,0,2,0,5,4,0
299,2020-02-26,云南省,174,144,2,丽江,0,0,0,7,7,0
300,2020-02-26,云南省,174,144,2,普洱,0,0,0,4,4,0
301,2020-02-26,云南省,174,144,2,楚雄州,0,0,0,4,4,0
302,2020-02-26,云南省,174,144,2,文山州,0,0,0,2,2,0
303,2020-02-26,云南省,174,144,2,临沧,0,0,0,1,1,0
304,2020-02-26,上海市,336,272,3,外地来沪人员,0,3,0,111,89,1
305,2020-02-26,上海市,336,272,3,浦东新区,0,1,0,60,50,0
306,2020-02-26,上海市,336,272,3,宝山区,0,0,0,21,12,0
307,2020-02-26,上海市,336,272,3,静安区,0,0,0,16,12,0
308,2020-02-26,上海市,336,272,3,徐汇区,0,0,0,18,15,0
309,2020-02-26,上海市,336,272,3,松江区,0,0,0,14,11,0
310,2020-02-26,上海市,336,272,3,嘉定区,0,0,0,9,6,0
311,2020-02-26,上海市,336,272,3,闵行区,0,0,0,19,17,0
312,2020-02-26,上海市,336,272,3,普陀区,0,0,0,11,9,0
313,2020-02-26,上海市,336,272,3,杨浦区,0,0,0,9,7,0
314,2020-02-26,上海市,336,272,3,奉贤区,0,0,0,9,7,0
315,2020-02-26,上海市,336,272,3,黄浦区,0,0,0,6,4,0
316,2020-02-26,上海市,336,272,3,崇明区,0,0,0,4,2,0
317,2020-02-26,上海市,336,272,3,虹口区,0,1,0,7,6,0
318,2020-02-26,上海市,336,272,3,青浦区,0,0,0,6,5,0
319,2020-02-26,上海市,336,272,3,长宁区,0,1,0,13,13,0
320,2020-02-26,上海市,336,272,3,金山区,0,1,0,3,3,0
321,2020-02-26,上海市,336,272,3,待明确地区,0,-3,0,0,4,2
322,2020-02-26,山西省,133,102,0,晋中,0,2,0,37,25,0
323,2020-02-26,山西省,133,102,0,晋城,0,0,0,10,5,0
324,2020-02-26,山西省,133,102,0,太原,0,2,0,20,16,0
325,2020-02-26,山西省,133,102,0,大同,0,0,0,12,8,0
326,2020-02-26,山西省,133,102,0,朔州,0,0,0,8,6,0
327,2020-02-26,山西省,133,102,0,忻州,0,0,0,7,5,0
328,2020-02-26,山西省,133,102,0,运城,0,0,0,19,18,0
329,2020-02-26,山西省,133,102,0,长治,0,2,0,8,7,0
330,2020-02-26,山西省,133,102,0,吕梁,0,0,0,6,6,0
331,2020-02-26,山西省,133,102,0,阳泉,0,0,0,4,4,0
332,2020-02-26,山西省,133,102,0,临汾,0,0,0,2,2,0
333,2020-02-26,宁夏回族自治区,71,65,0,银川,0,0,0,33,30,0
334,2020-02-26,宁夏回族自治区,71,65,0,吴忠,0,3,0,28,25,0
335,2020-02-26,宁夏回族自治区,71,65,0,固原,0,1,0,5,5,0
336,2020-02-26,宁夏回族自治区,71,65,0,中卫,0,0,0,3,3,0
337,2020-02-26,宁夏回族自治区,71,65,0,宁东,0,0,0,1,1,0
338,2020-02-26,宁夏回族自治区,71,65,0,石嘴山,0,0,0,1,1,0
339,2020-02-26,江西省,934,719,1,九江,0,9,0,118,71,0
340,2020-02-26,江西省,934,719,1,南昌,0,3,0,229,187,0
341,2020-02-26,江西省,934,719,1,上饶,0,4,0,123,101,0
342,2020-02-26,江西省,934,719,1,新余,0,2,0,130,111,0
343,2020-02-26,江西省,934,719,1,赣州,0,4,0,76,57,1
344,2020-02-26,江西省,934,719,1,宜春,0,6,0,106,90,0
345,2020-02-26,江西省,934,719,1,萍乡,0,2,0,33,18,0
346,2020-02-26,江西省,934,719,1,抚州,0,6,0,72,58,0
347,2020-02-26,江西省,934,719,1,吉安,0,1,0,22,13,0
348,2020-02-26,江西省,934,719,1,鹰潭,0,-1,0,18,10,0
349,2020-02-26,江西省,934,719,1,景德镇,0,0,0,6,3,0
350,2020-02-26,江西省,934,719,1,赣江新区,0,0,0,1,0,0
351,2020-02-26,北京市,400,235,4,海淀区,0,0,0,62,0,0
352,2020-02-26,北京市,400,235,4,朝阳区,0,0,0,61,0,0
353,2020-02-26,北京市,400,235,4,西城区,0,0,0,53,0,0
354,2020-02-26,北京市,400,235,4,丰台区,0,0,0,41,3,0
355,2020-02-26,北京市,400,235,4,大兴区,0,0,0,39,2,0
356,2020-02-26,北京市,400,235,4,昌平区,0,0,0,29,0,0
357,2020-02-26,北京市,400,235,4,外地来京人员,0,0,0,25,2,0
358,2020-02-26,北京市,400,235,4,通州区,0,0,0,19,1,0
359,2020-02-26,北京市,400,235,4,房山区,0,0,0,16,3,0
360,2020-02-26,北京市,400,235,4,石景山区,0,0,0,14,1,0
361,2020-02-26,北京市,400,235,4,东城区,0,0,0,13,1,0
362,2020-02-26,北京市,400,235,4,顺义区,0,0,0,10,0,0
363,2020-02-26,北京市,400,235,4,怀柔区,0,0,0,7,0,0
364,2020-02-26,北京市,400,235,4,密云区,0,0,0,7,0,0
365,2020-02-26,北京市,400,235,4,门头沟区,0,0,0,3,2,0
366,2020-02-26,北京市,400,235,4,延庆区,0,0,0,1,0,0
367,2020-02-26,北京市,400,235,4,待明确地区,0,20,0,0,220,4
368,2020-02-26,辽宁省,121,88,1,大连,0,0,0,19,11,0
369,2020-02-26,辽宁省,121,88,1,葫芦岛,0,1,0,12,6,1
370,2020-02-26,辽宁省,121,88,1,鞍山,0,0,0,4,0,0
371,2020-02-26,辽宁省,121,88,1,阜新,0,0,0,8,5,0
372,2020-02-26,辽宁省,121,88,1,铁岭,0,0,0,7,4,0
373,2020-02-26,辽宁省,121,88,1,朝阳,0,0,0,6,3,0
374,2020-02-26,辽宁省,121,88,1,沈阳,0,2,0,28,26,0
375,2020-02-26,辽宁省,121,88,1,盘锦,0,0,0,11,9,0
376,2020-02-26,辽宁省,121,88,1,锦州,0,2,0,12,11,0
